name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model_family,km_per_year,name_frequency
Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra Xylo,35000.0,1.0
Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,16,Hyundai,Hyundai Accent,7500.0,4.0
Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,7,Skoda,Skoda Rapid,12571.42857142857,1.0
Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,6,Maruti,Maruti Swift,6401.0,3.0
Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,6,Hyundai,Hyundai Santro,9058.333333333334,20.0
Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,5,Maruti,Maruti Wagon,6452.0,26.0
Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,6,Renault,Renault Duster,9705.166666666666,5.0
Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,8,Maruti,Maruti Swift,7482.25,10.0
Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,10,Maruti,Maruti Alto,7335.0,14.0
Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,7,Renault,Renault Duster,12639.0,8.0
Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,7,Honda,Honda City,13855.285714285714,3.0
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,4,Mercedes-Benz,Mercedes-Benz GLS,19337.5,1.0
Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,5,Maruti,Maruti Swift,12237.4,54.0
Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,11,Mahindra,Mahindra Xylo,6213.636363636364,1.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,5,Ford,Ford EcoSport,16230.0,9.0
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,1,Hyundai,Hyundai Grand,30000.0,8.0
Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,5,Maruti,Maruti Ciaz,6000.0,2.0
Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,11,Maruti,Maruti Swift,10909.09090909091,12.0
Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,8,Ford,Ford Figo,22500.0,14.0
Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,13,Fiat,Fiat Palio,3846.153846153846,1.0
Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,10,Tata,Tata Manza,8000.0,2.0
Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,9,Mahindra,Mahindra Verito,31111.11111111111,3.0
Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,5,Hyundai,Hyundai Creta,18000.0,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,6,Toyota,Toyota Innova,41666.666666666664,5.0
Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,8,Chevrolet,Chevrolet Cruze,11250.0,3.0
Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,10,Maruti,Maruti Swift,11000.0,2.0
Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,20,Maruti,Maruti Zen,4000.0,9.0
Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,4,Fiat,Fiat Punto,8750.0,1.0
Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai EON,7500.0,28.0
Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,10,Maruti,Maruti Alto,5200.0,14.0
Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,11,Volkswagen,Volkswagen Jetta,12727.272727272728,1.0
Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,7,Maruti,Maruti Swift,8571.42857142857,10.0
Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,2,Maruti,Maruti Alto,8500.0,48.0
Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,4,Chevrolet,Chevrolet Beat,17500.0,7.0
Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,19,Maruti,Maruti Zen,5105.263157894737,9.0
Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,8,Ford,Ford Figo,15625.0,6.0
Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,10,Tata,Tata Indica,30000.0,14.0
Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,5,Mahindra,Mahindra XUV500,24000.0,16.0
Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,5,Hyundai,Hyundai i20,17400.0,10.0
Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,10,Fiat,Fiat Punto,7500.0,3.0
Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,8,Maruti,Maruti Wagon,5000.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,6,Ford,Ford Ecosport,20000.0,12.0
Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15,Toyota,Toyota Corolla,6666.666666666667,1.0
Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,8,Maruti,Maruti Ritz,13750.0,19.0
Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,14,Maruti,Maruti Zen,7550.0,1.0
Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Celerio,4666.666666666667,1.0
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,10,Chevrolet,Chevrolet Spark,7000.0,4.0
Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,1,Maruti,Maruti Alto,28000.0,1.0
Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,3,Maruti,Maruti Eeco,17000.0,5.0
Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,2,Maruti,Maruti Alto,28000.0,1.0
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,1,Volkswagen,Volkswagen Vento,35000.0,1.0
Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,15,Maruti,Maruti Esteem,1600.0,3.0
Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,6,Maruti,Maruti Alto,10666.666666666666,1.0
Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,11,Tata,Tata Indigo,10909.09090909091,7.0
Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,9,Maruti,Maruti Alto,4121.222222222223,42.0
Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000,Diesel,Individual,Automatic,First Owner,3,Volvo,Volvo XC,26666.666666666668,1.0
Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,2,Maruti,Maruti Alto,19450.0,20.0
Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,4,Hyundai,Hyundai Creta,15000.0,3.0
Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,12,Maruti,Maruti Wagon,9166.666666666666,21.0
Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,9,Volkswagen,Volkswagen Vento,11111.111111111111,2.0
Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,4,Hyundai,Hyundai Creta,21250.0,7.0
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,8,Tata,Tata Indica,17500.0,5.0
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,3,Renault,Renault KWID,6666.666666666667,18.0
Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,2,Mahindra,Mahindra TUV,20000.0,1.0
Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner,3,Honda,Honda Jazz,16666.666666666668,1.0
Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,2,Hyundai,Hyundai EON,10000.0,28.0
Mahindra XUV500 W7 AT BSIV,2018,1400000,50000,Diesel,Individual,Automatic,First Owner,2,Mahindra,Mahindra XUV500,25000.0,1.0
Mahindra Thar CRDe AC,2014,600000,100000,Diesel,Individual,Manual,Second Owner,6,Mahindra,Mahindra Thar,16666.666666666668,1.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400,Petrol,Individual,Manual,First Owner,1,Hyundai,Hyundai Grand,9400.0,4.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner,3,Ford,Ford EcoSport,4000.0,6.0
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100,CNG,Dealer,Manual,First Owner,3,Maruti,Maruti Eeco,4700.0,5.0
Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner,4,Maruti,Maruti Celerio,5250.0,5.0
Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,9,Hyundai,Hyundai i10,3111.1111111111113,9.0
Maruti Ertiga SHVS ZDI Plus,2017,940000,35000,Diesel,Dealer,Manual,First Owner,3,Maruti,Maruti Ertiga,11666.666666666666,5.0
Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,3,Hyundai,Hyundai Verna,10333.333333333334,1.0
Maruti Ertiga SHVS ZDI,2016,825000,58000,Diesel,Dealer,Manual,First Owner,4,Maruti,Maruti Ertiga,14500.0,3.0
Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,8,Maruti,Maruti Wagon,3125.0,4.0
Hyundai i20 1.2 Asta,2011,375000,72000,Petrol,Dealer,Manual,First Owner,9,Hyundai,Hyundai i20,8000.0,3.0
Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner,7,Maruti,Maruti Ertiga,12714.285714285714,5.0
Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000,Diesel,Dealer,Manual,First Owner,8,Toyota,Toyota Innova,20000.0,6.0
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,8,Ford,Ford Figo,3750.0,2.0
Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,6,Hyundai,Hyundai i10,6259.166666666667,4.0
Maruti Wagon R VXI BS IV,2018,440000,14000,Petrol,Dealer,Manual,First Owner,2,Maruti,Maruti Wagon,7000.0,26.0
Maruti Ertiga VXI CNG,2014,595000,56600,CNG,Dealer,Manual,First Owner,6,Maruti,Maruti Ertiga,9433.333333333334,3.0
Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,First Owner,7,Mahindra,Mahindra Scorpio,15714.285714285714,3.0
Maruti Vitara Brezza VDi Option,2017,690000,50000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Vitara,16666.666666666668,3.0
Maruti Alto 800 VXI,2019,300000,5000,Petrol,Individual,Manual,First Owner,1,Maruti,Maruti Alto,5000.0,13.0
Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner,6,Chevrolet,Chevrolet Sail,16666.666666666668,3.0
Toyota Etios Liva GD SP,2012,280000,120000,Diesel,Individual,Manual,First Owner,8,Toyota,Toyota Etios,15000.0,1.0
Maruti Swift VXI BSIII,2009,220000,67580,Petrol,Individual,Manual,Second Owner,11,Maruti,Maruti Swift,6143.636363636364,4.0
Hyundai Santro Xing GLS,2009,140000,100000,Petrol,Individual,Manual,Third Owner,11,Hyundai,Hyundai Santro,9090.90909090909,20.0
Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,First Owner,16,Maruti,Maruti Esteem,3750.0,3.0
Ford Figo Diesel Titanium,2014,200000,125000,Diesel,Individual,Manual,Second Owner,6,Ford,Ford Figo,20833.333333333332,14.0
Mahindra Scorpio 2.6 Turbo 7 Str,2008,325000,120000,Diesel,Individual,Manual,Second Owner,12,Mahindra,Mahindra Scorpio,10000.0,2.0
Hyundai Verna CRDi SX,2010,300000,130000,Diesel,Individual,Manual,Second Owner,10,Hyundai,Hyundai Verna,13000.0,4.0
Maruti 800 AC,2009,120000,250000,Petrol,Individual,Manual,Second Owner,11,Maruti,Maruti 800,22727.272727272728,20.0
Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000,Diesel,Individual,Manual,First Owner,5,Mahindra,Mahindra Verito,8000.0,1.0
Nissan Sunny XL D,2013,225000,78000,Diesel,Dealer,Manual,First Owner,7,Nissan,Nissan Sunny,11142.857142857143,2.0
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,5,Ford,Ford EcoSport,9647.6,1.0
Hyundai i20 1.2 Magna Executive,2016,535000,38365,Petrol,Dealer,Manual,First Owner,4,Hyundai,Hyundai i20,9591.25,2.0
Mahindra XUV500 W10 1.99 mHawk,2016,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,4,Mahindra,Mahindra XUV500,5917.5,2.0
Maruti Baleno Zeta 1.2,2017,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,3,Maruti,Maruti Baleno,16611.333333333332,6.0
Honda Brio S MT,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,7,Honda,Honda Brio,8193.285714285714,6.0
Maruti Swift DDiS VDI,2015,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,5,Maruti,Maruti Swift,13661.6,2.0
Honda City i DTEC SV,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,5,Honda,Honda City,12648.0,3.0
Tata Harrier XE,2020,426000,1000,Diesel,Individual,Manual,First Owner,0,Tata,Tata Harrier,1000.0,1.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,295000,90000,Diesel,Individual,Manual,Third Owner,5,Mahindra,Mahindra Bolero,18000.0,8.0
Mahindra Xylo E4,2011,330000,100000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Mahindra Xylo,11111.111111111111,4.0
Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner,11,Maruti,Maruti Ritz,7272.727272727273,2.0
Hyundai Creta 1.6 CRDi SX,2016,927999,90000,Diesel,Individual,Manual,First Owner,4,Hyundai,Hyundai Creta,22500.0,7.0
Maruti Zen LXI,2003,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17,Maruti,Maruti Zen,3529.4117647058824,6.0
Hyundai Xcent 1.2 CRDi SX,2015,399000,55000,Diesel,Dealer,Manual,First Owner,5,Hyundai,Hyundai Xcent,11000.0,1.0
Maruti Swift VDI Optional,2015,350000,90000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Swift,18000.0,4.0
Mahindra Scorpio 2.6 CRDe,2006,125000,50000,Diesel,Individual,Manual,Second Owner,14,Mahindra,Mahindra Scorpio,3571.4285714285716,4.0
Hyundai Santro Xing XS,2008,150000,90000,Petrol,Individual,Manual,Second Owner,12,Hyundai,Hyundai Santro,7500.0,3.0
Hyundai EON Era Plus,2015,250000,25000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai EON,5000.0,28.0
Hyundai Verna 1.6 SX CRDi (O),2014,675000,61000,Diesel,Dealer,Manual,First Owner,6,Hyundai,Hyundai Verna,10166.666666666666,14.0
Maruti S-Cross Alpha DDiS 200 SH,2018,950000,30000,Diesel,Individual,Manual,First Owner,2,Maruti,Maruti S-Cross,15000.0,3.0
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999,45000,CNG,Individual,Manual,First Owner,2,Maruti,Maruti Eeco,22500.0,5.0
Fiat Linea Emotion (Diesel),2011,225000,60000,Diesel,Individual,Manual,First Owner,9,Fiat,Fiat Linea,6666.666666666667,1.0
Honda Civic 1.8 V MT,2008,350000,75000,Petrol,Individual,Manual,Second Owner,12,Honda,Honda Civic,6250.0,2.0
Tata Indica LSI,2005,51111,140000,Petrol,Individual,Manual,Third Owner,15,Tata,Tata Indica,9333.333333333334,3.0
Chevrolet Sail 1.3 LS,2013,290000,56000,Diesel,Dealer,Manual,First Owner,7,Chevrolet,Chevrolet Sail,8000.0,1.0
Toyota Camry Hybrid,2006,310000,62000,Electric,Dealer,Automatic,Second Owner,14,Toyota,Toyota Camry,4428.571428571428,1.0
Hyundai Verna CRDi SX,2007,212000,58000,Diesel,Dealer,Manual,Second Owner,13,Hyundai,Hyundai Verna,4461.538461538462,4.0
Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000,Diesel,Dealer,Automatic,Second Owner,7,Skoda,Skoda Octavia,7000.0,2.0
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,9,Chevrolet,Chevrolet Beat,6222.222222222223,14.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,675000,73000,Diesel,Dealer,Manual,First Owner,7,Toyota,Toyota Innova,10428.57142857143,10.0
Honda Amaze S i-Dtech,2014,421000,69000,Diesel,Dealer,Manual,First Owner,6,Honda,Honda Amaze,11500.0,7.0
Maruti SX4 Zxi BSIII,2008,350000,10000,Petrol,Individual,Manual,First Owner,12,Maruti,Maruti SX4,833.3333333333334,3.0
Hyundai Accent Executive CNG,2010,140000,110000,CNG,Individual,Manual,First Owner,10,Hyundai,Hyundai Accent,11000.0,2.0
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,Diesel,Individual,Manual,Second Owner,18,Skoda,Skoda Octavia,6444.444444444444,1.0
Honda City Edge Edition Diesel SV,2018,830000,40000,Diesel,Individual,Manual,First Owner,2,Honda,Honda City,20000.0,1.0
Maruti Wagon R LXI Minor,2009,180000,30000,Petrol,Individual,Manual,First Owner,11,Maruti,Maruti Wagon,2727.2727272727275,21.0
Maruti Swift Vdi BSIII,2009,210000,109000,Diesel,Individual,Manual,Second Owner,11,Maruti,Maruti Swift,9909.09090909091,12.0
Maruti SX4 S Cross DDiS 320 Zeta,2017,700000,90000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti SX4,30000.0,2.0
Tata Indigo LX,2012,125000,120000,Diesel,Individual,Manual,First Owner,8,Tata,Tata Indigo,15000.0,4.0
Hyundai Verna 1.6 VTVT S,2017,530000,64916,Petrol,Individual,Manual,First Owner,3,Hyundai,Hyundai Verna,21638.666666666668,3.0
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,2,Ford,Ford Ecosport,18580.5,1.0
Maruti Baleno Zeta 1.2,2016,580000,15000,Petrol,Individual,Manual,First Owner,4,Maruti,Maruti Baleno,3750.0,6.0
Audi Q3 2.0 TDI Quattro Premium Plus,2012,1400000,118000,Diesel,Individual,Automatic,Second Owner,8,Audi,Audi Q3,14750.0,3.0
Renault KWID 1.0 RXL,2018,300000,50852,Petrol,Individual,Manual,First Owner,2,Renault,Renault KWID,25426.0,2.0
Renault KWID RXT Optional,2016,300000,30000,Petrol,Individual,Manual,First Owner,4,Renault,Renault KWID,7500.0,5.0
Maruti Ciaz ZDi SHVS,2015,700000,77000,Diesel,Individual,Manual,First Owner,5,Maruti,Maruti Ciaz,15400.0,2.0
Nissan Sunny XL,2012,250000,70000,Petrol,Individual,Manual,Third Owner,8,Nissan,Nissan Sunny,8750.0,5.0
Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000,Diesel,Individual,Manual,First Owner,4,Chevrolet,Chevrolet Tavera,30000.0,1.0
Honda Accord 2.4 AT,2009,428000,40000,Petrol,Individual,Automatic,Third Owner,11,Honda,Honda Accord,3636.3636363636365,1.0
Tata Harrier XZ BSIV,2019,1400000,33000,Diesel,Individual,Manual,First Owner,1,Tata,Tata Harrier,33000.0,2.0
Hyundai EON Era Plus,2013,219000,53500,Petrol,Individual,Manual,Third Owner,7,Hyundai,Hyundai EON,7642.857142857143,28.0
Maruti Ertiga SHVS LDI,2017,500000,40000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Ertiga,13333.333333333334,1.0
Honda City 1.5 S MT,2010,409999,60000,Petrol,Individual,Manual,First Owner,10,Honda,Honda City,6000.0,5.0
Tata Tigor 1.2 Revotron XZ Option,2018,570000,5000,Petrol,Individual,Manual,First Owner,2,Tata,Tata Tigor,2500.0,3.0
Maruti SX4 Zxi BSIII,2007,160000,80000,Petrol,Individual,Manual,Third Owner,13,Maruti,Maruti SX4,6153.846153846154,3.0
Maruti Ciaz ZDi Plus SHVS,2017,749000,51500,Diesel,Individual,Manual,Second Owner,3,Maruti,Maruti Ciaz,17166.666666666668,3.0
Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Individual,Manual,Third Owner,10,Maruti,Maruti Swift,12000.0,10.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000,79800,Diesel,Dealer,Manual,First Owner,6,Ford,Ford EcoSport,13300.0,6.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000,97000,Diesel,Dealer,Manual,Second Owner,5,Ford,Ford EcoSport,19400.0,6.0
Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000,6590,Diesel,Dealer,Manual,First Owner,1,Ford,Ford Ecosport,6590.0,1.0
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner,3,Ford,Ford Figo,16652.333333333332,4.0
Ford Figo 1.5 Sports Edition MT,2017,600000,43235,Diesel,Dealer,Manual,First Owner,3,Ford,Ford Figo,14411.666666666666,1.0
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,2,Ford,Ford EcoSport,25349.5,1.0
Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000,126000,Diesel,Dealer,Automatic,First Owner,4,Ford,Ford Endeavour,31500.0,6.0
Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999,140730,Diesel,Dealer,Manual,Second Owner,5,Ford,Ford Figo,28146.0,1.0
Hyundai i20 Active 1.2 SX,2015,565000,46000,Petrol,Individual,Manual,First Owner,5,Hyundai,Hyundai i20,9200.0,5.0
Hyundai EON Era Plus,2013,170000,80000,Petrol,Individual,Manual,Third Owner,7,Hyundai,Hyundai EON,11428.57142857143,28.0
Toyota Qualis FS B3,2001,150000,256000,Diesel,Dealer,Manual,First Owner,19,Toyota,Toyota Qualis,13473.684210526315,1.0
Mahindra Scorpio VLX 2WD BSIII,2008,295000,120000,Diesel,Individual,Manual,First Owner,12,Mahindra,Mahindra Scorpio,10000.0,1.0
Hyundai i20 Active 1.4 SX,2018,819999,40000,Diesel,Individual,Manual,First Owner,2,Hyundai,Hyundai i20,20000.0,2.0
Hyundai Elite i20 Diesel Asta Option,2019,819999,40000,Diesel,Individual,Manual,First Owner,1,Hyundai,Hyundai Elite,40000.0,2.0
Maruti Ritz VXi,2015,320000,40000,Petrol,Individual,Manual,First Owner,5,Maruti,Maruti Ritz,8000.0,3.0
Ford Ecosport 1.5 DV5 MT Titanium,2015,550000,135000,Diesel,Individual,Manual,Second Owner,5,Ford,Ford Ecosport,27000.0,12.0
Mahindra Bolero 2011-2019 SLX,2015,550000,50000,Diesel,Individual,Manual,First Owner,5,Mahindra,Mahindra Bolero,10000.0,3.0
Volkswagen Ameo 1.5 TDI Comfortline,2017,590000,98000,Diesel,Individual,Manual,First Owner,3,Volkswagen,Volkswagen Ameo,32666.666666666668,2.0
Honda City i DTec V,2017,950000,50000,Diesel,Individual,Manual,First Owner,3,Honda,Honda City,16666.666666666668,1.0
Honda City i-DTEC VX,2017,1000000,30000,Diesel,Individual,Manual,First Owner,3,Honda,Honda City,10000.0,1.0
Nissan Terrano XE 85 PS,2013,500000,120000,Diesel,Individual,Manual,First Owner,7,Nissan,Nissan Terrano,17142.85714285714,1.0
Fiat Punto EVO 1.3 Emotion,2017,450000,70000,Diesel,Individual,Manual,First Owner,3,Fiat,Fiat Punto,23333.333333333332,1.0
Maruti Swift Dzire VDI Optional,2017,720000,35000,Diesel,Individual,Manual,First Owner,3,Maruti,Maruti Swift,11666.666666666666,2.0
Maruti Celerio VDi,2015,390000,70000,Diesel,Individual,Manual,Second Owner,5,Maruti,Maruti Celerio,14000.0,2.0
Mahindra Thar 4X2,2014,500000,35000,Diesel,Individual,Manual,First Owner,6,Mahindra,Mahindra Thar,5833.333333333333,2.0
Toyota Fortuner 2.7 2WD AT,2016,2500000,70000,Petrol,Individual,Automatic,Second Owner,4,Toyota,Toyota Fortuner,17500.0,1.0
